,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
21,Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",Skrillex and Diplo present Jack Ü,6bfkwBrGYKJFk6Z4QVyjxd,66hayvUbTotekKU3H4ta1f,75,2015-02-24,250286,False,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432
22,Off My Face,Justin Bieber,Justice,5dGWwsZ9iB2Xc3UKR0gif2,3T03rPwlL8NVk1yIaxeD8U,76,2021-03-19,156468,False,https://open.spotify.com/track/3T03rPwlL8NVk1yIaxeD8U,0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674
23,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Despacito Feat. Justin Bieber (Remix),3Gq2Dme9nesdgoqNNlcN8O,6rPO02ozF3bM7NnOV4h6s2,72,2017-04-17,228827,False,https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085
24,As Long As You Love Me,"Justin Bieber, Big Sean",Believe (Deluxe Edition),70f70xLCpH7wHaVvB2oZT9,0pwYLVXVknPSGUQb39cePC,68,2012-06-15,229467,False,https://open.spotify.com/track/0pwYLVXVknPSGUQb39cePC,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691
25,Beauty And A Beat,"Justin Bieber, Nicki Minaj",Believe (Deluxe Edition),70f70xLCpH7wHaVvB2oZT9,190jyVPHYjAqEaOGmMzdyk,82,2012-06-15,227987,False,https://open.spotify.com/track/190jyVPHYjAqEaOGmMzdyk,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003
26,Anyone,Justin Bieber,Anyone,51kijm0sjZz0yOa3kVBPUU,31qCy5ZaophVA81wtlwLc4,71,2021-01-01,190779,False,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884
27,Company,Justin Bieber,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,61uyGDPJ06MkxJtHgPmuyO,78,2015-11-13,208120,False,https://open.spotify.com/track/61uyGDPJ06MkxJtHgPmuyO,0.59,0.797,4,-4.901,0,0.0614,0.132,0.0,0.0846,0.425,94.948
28,As I Am (feat. Khalid),"Justin Bieber, Khalid",Justice,0w1dwXfG5z6Xjjgj524JkD,4MmMxyew8yq1OEyJOMaX6M,60,2021-03-19,174406,False,https://open.spotify.com/track/4MmMxyew8yq1OEyJOMaX6M,0.608,0.547,11,-8.151,1,0.0368,0.131,0.0,0.0974,0.108,99.947
29,2U (feat. Justin Bieber),"David Guetta, Justin Bieber",7: Anniversary Edition,0GJU424RiEyYQTLbZcHVA7,61WR5FfGNLJxpLsAc61qWQ,49,2018,194893,False,https://open.spotify.com/track/61WR5FfGNLJxpLsAc61qWQ,0.535,0.612,8,-7.406,0,0.0584,0.233,0.0,0.227,0.521,144.881
30,Never Say Never,"Justin Bieber, Jaden",Never Say Never - The Remixes,0wZJCeyfJ0LVrrtH4CwQYw,5GYbkDveRD2I8M5ZJ14hWn,73,2011-01-01,227853,False,https://open.spotify.com/track/5GYbkDveRD2I8M5ZJ14hWn,0.739,0.807,0,-5.063,1,0.0652,0.0181,0.0,0.295,0.632,97.048
31,There She Go (feat. Lil Uzi Vert),"Justin Bieber, Lil Uzi Vert",Justice (Triple Chucks Deluxe),7DjqzdD8MYtzgiJDGHltsp,59ltMnCjkPJqUM4pBlc1o2,56,2021-03-26,215020,False,https://open.spotify.com/track/59ltMnCjkPJqUM4pBlc1o2,0.727,0.716,9,-5.429,1,0.0346,0.00968,0.0,0.12,0.911,150.071
32,attention (with Justin Bieber),"Omah Lay, Justin Bieber",attention (with Justin Bieber),0fGPQwybhz88QkKXZpfkwj,6tTeRmhhuwDl5Y4UiJdHuO,63,2022-03-03,180563,False,https://open.spotify.com/track/6tTeRmhhuwDl5Y4UiJdHuO,0.817,0.72,5,-8.134,0,0.0809,0.172,0.000726,0.109,0.384,119.989
33,Hailey,Justin Bieber,Justice (The Complete Edition),3uPnO1aZBwMgWK1DI5zve9,23EquxExXkNmGCCY96P0Iu,65,2021-10-08,193355,False,https://open.spotify.com/track/23EquxExXkNmGCCY96P0Iu,0.462,0.745,0,-6.588,0,0.0699,0.0367,0.0,0.0795,0.254,100.042
34,up at night (feat. justin bieber),"Kehlani, Justin Bieber",up at night (feat. justin bieber),3vnJxSrVldmInhRwtcUG89,4WghJOMjDpGdlk3b8aJIgy,61,2022-03-30,182227,False,https://open.spotify.com/track/4WghJOMjDpGdlk3b8aJIgy,0.563,0.756,0,-3.852,0,0.0579,0.196,0.0,0.245,0.234,100.012
35,Essence (feat. Justin Bieber & Tems),"Wizkid, Justin Bieber, Tems",Essence (feat. Justin Bieber & Tems),0Rn8NAh8NnoaCOt8r8Tc3e,1mSdbey7RstGLY2udgXv74,65,2021-08-13,263289,False,https://open.spotify.com/track/1mSdbey7RstGLY2udgXv74,0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999
36,Angels Speak,"Justin Bieber, Poo Bear",Justice (The Complete Edition),5v2lj0w9VJIbjcUUKYLvlo,5G99lkpldkHJx6o1Z37ts7,55,2021-10-08,231668,False,https://open.spotify.com/track/5G99lkpldkHJx6o1Z37ts7,0.522,0.243,1,-7.796,1,0.0461,0.874,0.0,0.098,0.569,119.341
37,Friends (with BloodPop®),"Justin Bieber, BloodPop®",Friends (with BloodPop®),7huML9zDbY4thKH0xSuZTP,7iNIg7XDEaYECfWD5dJ9Va,70,2017-08-17,189467,False,https://open.spotify.com/track/7iNIg7XDEaYECfWD5dJ9Va,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979
38,Confident,"Justin Bieber, Chance the Rapper",Journals,7Cz0XcQzoxUi7L7sfgXLml,5Isz0twJeFdduOQEFQLezv,65,2014-05-13,248133,False,https://open.spotify.com/track/5Isz0twJeFdduOQEFQLezv,0.738,0.563,5,-5.467,0,0.11,0.113,0.0,0.191,0.876,134.132
40,Somebody To Love,Justin Bieber,My World 2.0,3BmcYMh0KYsimWL6p2gPa9,3rLIv187BhjyweFe89SgLn,71,2010-01-01,220920,False,https://open.spotify.com/track/3rLIv187BhjyweFe89SgLn,0.714,0.833,5,-5.239,1,0.0259,0.00249,0.0,0.298,0.663,129.964
41,One Time,Justin Bieber,My World,1rG5TDs3jYh6OU753I54CI,6eDApnV9Jdb1nYahOlbbUh,73,2009-01-01,215867,False,https://open.spotify.com/track/6eDApnV9Jdb1nYahOlbbUh,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999
42,All That Matters,Justin Bieber,Journals,7Cz0XcQzoxUi7L7sfgXLml,70XP39KE8vTgxtRXcwfxJA,58,2014-05-13,191173,False,https://open.spotify.com/track/70XP39KE8vTgxtRXcwfxJA,0.696,0.513,6,-5.567,0,0.0424,0.00508,0.0,0.0682,0.144,129.859
43,Come Around Me,Justin Bieber,Changes,63iWSELt9V1kV6RSMxN7Ii,2o9LAypwGH4ctV0i9boo6d,66,2020-02-14,200773,False,https://open.spotify.com/track/2o9LAypwGH4ctV0i9boo6d,0.648,0.681,2,-8.389,0,0.0378,0.263,0.00783,0.0971,0.767,157.941
44,Eenie Meenie,Sean Kingston,Eenie Meenie EP,6DOZI2LfBRYHRhZV21LrOu,45O0tUN9Bh6LH4eNxQ07AT,66,2020-02-28,201653,False,https://open.spotify.com/track/45O0tUN9Bh6LH4eNxQ07AT,0.734,0.639,1,-3.241,1,0.0316,0.0348,0.0,0.102,0.836,121.212
45,Deserve You,Justin Bieber,Justice,5dGWwsZ9iB2Xc3UKR0gif2,5NU40QTlXrDUJzDBdv79bg,64,2021-03-19,187239,False,https://open.spotify.com/track/5NU40QTlXrDUJzDBdv79bg,0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,89.934
46,Next To You (feat. Justin Bieber),"Chris Brown, Justin Bieber",F.A.M.E. (Expanded Edition),6df0qvkMXoyHGt9J8cujZb,7gd01LMH2gBcoDngSt8sq9,71,2011-03-22,265813,False,https://open.spotify.com/track/7gd01LMH2gBcoDngSt8sq9,0.67,0.676,8,-4.725,1,0.037,0.0201,0.0,0.11,0.349,114.974
47,2 Much,Justin Bieber,Justice,5dGWwsZ9iB2Xc3UKR0gif2,0oaY19dUwZimIgzn3ZZLZO,68,2021-03-19,152796,False,https://open.spotify.com/track/0oaY19dUwZimIgzn3ZZLZO,0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,119.59
48,One Less Lonely Girl,Justin Bieber,My World,1rG5TDs3jYh6OU753I54CI,69ghzc538EQSVon2Gm3wrr,70,2009-01-01,229107,False,https://open.spotify.com/track/69ghzc538EQSVon2Gm3wrr,0.58,0.75,4,-4.421,1,0.194,0.159,0.0,0.274,0.728,86.938
49,Forever (feat. Post Malone & Clever),"Justin Bieber, Post Malone, Clever",Changes,63iWSELt9V1kV6RSMxN7Ii,2ZlCGeK30BLRNSPC832pNZ,69,2020-02-14,219933,False,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98
50,Lifetime,Justin Bieber,Justice (Triple Chucks Deluxe),7DjqzdD8MYtzgiJDGHltsp,3kZLeZr4StCy1tlOBRJrUH,55,2021-03-26,207020,False,https://open.spotify.com/track/3kZLeZr4StCy1tlOBRJrUH,0.669,0.276,2,-7.077,1,0.0282,0.769,0.0,0.115,0.341,90.025
51,No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",No Brainer,02drHFQa59AoJWU6DXSSjd,5WvAo7DNuPRmk4APhdPzi8,65,2018-07-27,260000,True,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702
52,Purpose,Justin Bieber,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,2IjyFRCRn8x1bEquOM3vxg,67,2015-11-13,210160,False,https://open.spotify.com/track/2IjyFRCRn8x1bEquOM3vxg,0.481,0.285,0,-10.848,1,0.0424,0.9,0.0,0.123,0.316,130.029
53,Die For You (feat. Dominic Fike),"Justin Bieber, Dominic Fike",Justice,0w1dwXfG5z6Xjjgj524JkD,6Z2pe32hFnUd2x5NgO5KFc,49,2021-03-19,198426,False,https://open.spotify.com/track/6Z2pe32hFnUd2x5NgO5KFc,0.729,0.632,1,-6.572,1,0.032,0.00196,2.62e-06,0.0848,0.702,135.027
54,Don’t Go (with Justin Bieber & Don Toliver),"Skrillex, Justin Bieber, Don Toliver",Don’t Go (with Justin Bieber & Don Toliver),76HLs4wSTOuCNwcGl4dycr,55sgQENF3LY1sUcJUwasLl,62,2021-08-20,168253,False,https://open.spotify.com/track/55sgQENF3LY1sUcJUwasLl,0.689,0.695,11,-5.22,1,0.0429,0.019,0.0,0.123,0.359,75.05
55,Unstable (feat. The Kid LAROI),"Justin Bieber, The Kid LAROI",Justice,5dGWwsZ9iB2Xc3UKR0gif2,137mSruegm1u6x9NvwiagR,66,2021-03-19,158324,False,https://open.spotify.com/track/137mSruegm1u6x9NvwiagR,0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757
56,#thatPOWER,"will.i.am, Justin Bieber",#willpower (Deluxe),0VWYRbEcvJcPrqMGJirO6q,01TuObJVd7owWchVRuQbQw,67,2013-01-01,279507,False,https://open.spotify.com/track/01TuObJVd7owWchVRuQbQw,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999
57,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",4ow6xJwn49gpWz7iHpOzWY,2wrJq5XKLnmhRXHIAf9xBa,76,2019-10-04,167693,False,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991
58,I Can't Be Myself (feat. Jaden),"Justin Bieber, Jaden",Justice (Triple Chucks Deluxe),7DjqzdD8MYtzgiJDGHltsp,5dfjlWOwxxCQnM26MpsJjV,50,2021-03-26,193360,False,https://open.spotify.com/track/5dfjlWOwxxCQnM26MpsJjV,0.704,0.66,3,-5.961,1,0.0316,0.00195,3.08e-06,0.141,0.54,120.064
59,Loved By You (feat. Burna Boy),"Justin Bieber, Burna Boy",Justice,5dGWwsZ9iB2Xc3UKR0gif2,2tB9OFgAHjAds3cqquLlvp,65,2021-03-19,159250,False,https://open.spotify.com/track/2tB9OFgAHjAds3cqquLlvp,0.79,0.724,1,-6.972,1,0.0852,0.0696,2.33e-06,0.113,0.642,101.04
60,Habitual,Justin Bieber,Changes,63iWSELt9V1kV6RSMxN7Ii,40qyPyljksBEqlNw5sW37T,60,2020-02-14,168200,False,https://open.spotify.com/track/40qyPyljksBEqlNw5sW37T,0.764,0.443,4,-6.625,1,0.0439,0.52,1.96e-05,0.0749,0.63,138.999
61,All Around The World,"Justin Bieber, Ludacris",Believe (Deluxe Edition),70f70xLCpH7wHaVvB2oZT9,1Mg8vLBYwizu7AuhYQO64V,59,2012-06-15,244547,False,https://open.spotify.com/track/1Mg8vLBYwizu7AuhYQO64V,0.689,0.816,3,-3.951,0,0.178,0.0188,2.42e-06,0.181,0.776,127.972
62,Changes,Justin Bieber,Changes,63iWSELt9V1kV6RSMxN7Ii,521Os1SMlxmsoevsqyjNmJ,60,2020-02-14,135493,False,https://open.spotify.com/track/521Os1SMlxmsoevsqyjNmJ,0.485,0.412,9,-7.766,0,0.042,0.738,0.0,0.12,0.612,64.062
63,Somebody,Justin Bieber,Justice,0w1dwXfG5z6Xjjgj524JkD,0pYUyZ3aQR1fAOdhXfoD3R,49,2021-03-19,179415,False,https://open.spotify.com/track/0pYUyZ3aQR1fAOdhXfoD3R,0.547,0.753,2,-7.677,1,0.0463,0.000286,8.72e-05,0.12,0.375,75.999
64,Love You Different (feat. BEAM),"Justin Bieber, BEAM",Justice,0w1dwXfG5z6Xjjgj524JkD,1EsTfiu26JucTyc5npjJU4,48,2021-03-19,186696,False,https://open.spotify.com/track/1EsTfiu26JucTyc5npjJU4,0.756,0.59,8,-6.665,1,0.0589,0.068,1.45e-06,0.159,0.382,127.143
65,Wish You Would (feat. Quavo),"Justin Bieber, Quavo",Justice (Triple Chucks Deluxe),7DjqzdD8MYtzgiJDGHltsp,34q2wrKN8QvZG1EIy2TgFn,47,2021-03-26,241392,False,https://open.spotify.com/track/34q2wrKN8QvZG1EIy2TgFn,0.592,0.679,7,-4.911,1,0.0349,0.032,0.0,0.0741,0.409,139.941
66,Lolly,"Maejor, Juicy J, Justin Bieber",Lolly,4BPliemSu5BLyFuEX9luS5,2xtIAFJIMkzHGHiCrJ9iwd,64,2013-01-01,225507,True,https://open.spotify.com/track/2xtIAFJIMkzHGHiCrJ9iwd,0.663,0.889,1,-2.975,1,0.303,0.0376,0.0,0.784,0.837,152.186
67,All Around Me,Justin Bieber,Changes,63iWSELt9V1kV6RSMxN7Ii,5Py8zRKGkZvgHniVVtvNCN,59,2020-02-14,136907,False,https://open.spotify.com/track/5Py8zRKGkZvgHniVVtvNCN,0.566,0.438,0,-7.564,0,0.0367,0.809,0.0,0.212,0.692,117.127
68,U Smile,Justin Bieber,My World 2.0,3BmcYMh0KYsimWL6p2gPa9,6Xw2FLih8m5ItDbyP992HH,63,2010-01-01,196907,False,https://open.spotify.com/track/6Xw2FLih8m5ItDbyP992HH,0.705,0.59,1,-5.308,1,0.0284,0.504,0.0,0.116,0.421,112.565
69,I'll Show You,Justin Bieber,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,0SNIAtRCPVVLoGEPcuHSIc,63,2015-11-13,199947,False,https://open.spotify.com/track/0SNIAtRCPVVLoGEPcuHSIc,0.361,0.608,9,-6.757,0,0.098,0.05,7.96e-05,0.183,0.0789,191.812
70,Know No Better (feat. DaBaby),"Justin Bieber, DaBaby",Justice (Triple Chucks Deluxe),7DjqzdD8MYtzgiJDGHltsp,2mHp4X0GDuzKr5ovAMHdpQ,47,2021-03-26,161819,False,https://open.spotify.com/track/2mHp4X0GDuzKr5ovAMHdpQ,0.671,0.438,7,-7.804,1,0.103,0.612,0.0,0.0947,0.854,131.92
71,Second Emotion (feat. Travis Scott),"Justin Bieber, Travis Scott",Changes,63iWSELt9V1kV6RSMxN7Ii,1PnAx788sAvcI3ZxTlEyX8,58,2020-02-14,202720,False,https://open.spotify.com/track/1PnAx788sAvcI3ZxTlEyX8,0.796,0.777,11,-6.112,0,0.0567,0.0276,2.87e-05,0.095,0.96,141.97
72,That's What Love Is,Justin Bieber,Changes,63iWSELt9V1kV6RSMxN7Ii,2hLu8L8SNfCN4yKyPdX0h3,56,2020-02-14,165120,False,https://open.spotify.com/track/2hLu8L8SNfCN4yKyPdX0h3,0.639,0.437,9,-6.959,1,0.0355,0.692,0.0,0.12,0.751,147.575
73,Heartbreaker,Justin Bieber,Journals,7Cz0XcQzoxUi7L7sfgXLml,21pCToQdqcPi879auxjxKe,45,2014-05-13,262840,False,https://open.spotify.com/track/21pCToQdqcPi879auxjxKe,0.572,0.503,6,-7.334,0,0.0858,0.156,0.0,0.346,0.553,103.215
74,Name (feat. Tori Kelly),"Justin Bieber, Tori Kelly",Justice (Triple Chucks Deluxe),7DjqzdD8MYtzgiJDGHltsp,2DDSdwVkrD2Jyhsycn9d3r,47,2021-03-26,159724,False,https://open.spotify.com/track/2DDSdwVkrD2Jyhsycn9d3r,0.432,0.325,4,-7.537,1,0.0265,0.826,0.0,0.0891,0.295,151.494
75,Be Alright,Justin Bieber,Believe (Deluxe Edition),70f70xLCpH7wHaVvB2oZT9,0nxvFG50rGXkiGQqOO2MHr,55,2012-06-15,189653,False,https://open.spotify.com/track/0nxvFG50rGXkiGQqOO2MHr,0.803,0.356,5,-9.026,0,0.0326,0.589,0.0,0.16,0.739,106.95
76,Get Me (feat. Kehlani),"Justin Bieber, Kehlani",Changes,63iWSELt9V1kV6RSMxN7Ii,5VwwpU7KsLhgfbMEecedhJ,58,2020-02-14,185427,False,https://open.spotify.com/track/5VwwpU7KsLhgfbMEecedhJ,0.832,0.508,6,-6.913,0,0.149,0.0492,5.39e-05,0.107,0.75,109.352
0,It Ain't Me (with Selena Gomez),"Kygo, Selena Gomez",It Ain't Me (with Selena Gomez),0IUCAsckpNyV4wHKIHQawC,3eR23VReFzcdmS7TYCrhCe,79,2017-02-16,220781,False,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968
1,Woke Up in Love,"Kygo, Gryffin, Calum Scott",Woke Up in Love,06q3cqjSYhkePDu6RW6Uoy,21H0pUV2uPIPcFnFhgTBjo,72,2022-09-09,216873,False,https://open.spotify.com/track/21H0pUV2uPIPcFnFhgTBjo,0.643,0.585,2,-5.994,1,0.0369,0.225,0.0,0.0927,0.188,106.015
2,Firestone,"Kygo, Conrad Sewell",Cloud Nine,0uMIzWh1uEpHEBell4rlF8,1I8tHoNBFTuoJAlh4hfVVE,78,2016-05-13,271640,False,https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927
3,Dancing Feet (feat. DNCE),"Kygo, DNCE",Dancing Feet (feat. DNCE),2ox5UMCeda9P21urAcoXdt,4RAR8g8fZNB106ezUurnE0,71,2022-02-25,215203,False,https://open.spotify.com/track/4RAR8g8fZNB106ezUurnE0,0.75,0.797,0,-4.826,1,0.118,0.293,0.0,0.392,0.523,105.949
4,Say Say Say (feat. Paul McCartney & Michael Jackson),"Kygo, Paul McCartney, Michael Jackson",Say Say Say (feat. Paul McCartney & Michael Jackson),1oIy8CYApH9VUB73DqUvPT,16vUeW77F6Xiz1irHBvTAM,72,2023-03-31,174984,False,https://open.spotify.com/track/16vUeW77F6Xiz1irHBvTAM,0.729,0.708,6,-5.573,1,0.0616,0.0538,0.0,0.102,0.425,117.911
5,Lose Somebody,"Kygo, OneRepublic",Golden Hour,7tcs1X9pzFvcLOPuhCstQJ,1sgDyuLooyvEML4oHspNza,70,2020-05-29,199549,False,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988
6,Stole the Show,"Kygo, Parson James",Cloud Nine,0uMIzWh1uEpHEBell4rlF8,5masKPHeAOVNgxdLebIcK7,78,2016-05-13,223187,False,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034
7,What's Love Got to Do with It,"Kygo, Tina Turner",What's Love Got to Do with It,1JFKchcdu3ewuhA5PIHWno,3Be7CLdHZpyzsVijme39cW,71,2020-07-17,208156,False,https://open.spotify.com/track/3Be7CLdHZpyzsVijme39cW,0.75,0.664,8,-5.908,0,0.154,0.275,0.0,0.0632,0.617,105.023
9,Happy Now,"Kygo, Sandro Cavazza",Happy Now,6nAjd2MlBY1f1mNu6BsWLO,14sOS5L36385FJ3OL8hew4,69,2018-10-26,211362,False,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999
10,First Time,"Kygo, Ellie Goulding",First Time,6wu7tiTr8zchRG7PWwTOK1,2Gl0FzuLxflY6nPifJp5Dr,67,2017-04-28,193511,False,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr,0.633,0.592,0,-7.245,0,0.112,0.197,0.0,0.099,0.679,90.066
11,Love Me Now (feat. Zoe Wees),"Kygo, Zoe Wees",Love Me Now (feat. Zoe Wees),0GzKBZSFdg6H5ZlYJ6RgCo,1c1sdxrYLIiuJOlE7PPttb,63,2021-08-13,195881,False,https://open.spotify.com/track/1c1sdxrYLIiuJOlE7PPttb,0.662,0.489,5,-7.067,1,0.0525,0.163,0.0,0.172,0.506,102.04
12,Never Really Loved Me (with Dean Lewis),"Kygo, Dean Lewis",Never Really Loved Me (with Dean Lewis),1wbg9GPcUBlvM9uYjdqZ2D,1O73ZKgl0THUImkHW6dfAL,62,2022-07-01,202158,False,https://open.spotify.com/track/1O73ZKgl0THUImkHW6dfAL,0.614,0.642,1,-5.473,1,0.0449,0.289,0.0,0.13,0.218,117.94
13,Stargazing,"Kygo, Justin Jesso",Stargazing - EP,2sPYPyDFwgi1jrRTGhoxq2,0Zbbxnx4SGGHoIow4PpISP,67,2017-09-21,236853,False,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137
14,Hot Stuff,"Kygo, Donna Summer",Hot Stuff,6t95dMgjNYMtwXTKlISI42,00ETaeHUQ6lops3oWU1Wrt,65,2020-09-18,199008,False,https://open.spotify.com/track/00ETaeHUQ6lops3oWU1Wrt,0.681,0.773,5,-5.749,1,0.148,0.019,1.28e-06,0.11,0.429,119.961
15,Stranger Things (feat. OneRepublic) - Alan Walker Remix,"Kygo, OneRepublic, Alan Walker",Kids in Love (Remixes),7LbyVLGeEWZYOUKCecv3gI,76c4KOymiPUkWEeIIc0DQr,62,2018-02-14,178413,False,https://open.spotify.com/track/76c4KOymiPUkWEeIIc0DQr,0.659,0.742,0,-4.624,1,0.0283,0.146,0.0,0.217,0.729,106.947
16,Stay (feat. Maty Noyes),"Kygo, Maty Noyes",Cloud Nine,0uMIzWh1uEpHEBell4rlF8,2FiSTH0GYpIioUgjfzMIja,67,2016-05-13,239465,False,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027
17,I'll Wait,"Kygo, Sasha Alex Sloan",I'll Wait,5NtG3FTjuLNQPUhs60sebC,6Q3K9gVUZRMZqZKrXovbM2,63,2020-04-03,215361,False,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2,0.611,0.651,1,-6.973,1,0.0589,0.144,1.7e-05,0.105,0.351,122.983
18,Lost Without You (with Dean Lewis),"Kygo, Dean Lewis",Lost Without You (with Dean Lewis),3aWYlSAu7ES9Hc9ATloTXI,1eGW1YBT17a5G1hKPWrpW7,62,2022-07-08,203610,False,https://open.spotify.com/track/1eGW1YBT17a5G1hKPWrpW7,0.621,0.575,11,-6.243,1,0.0564,0.265,0.0,0.0932,0.343,117.887
19,Gone Are The Days (feat. James Gillespie),"Kygo, James Gillespie",Thrill Of The Chase,2lVpgsdtPiXE01gL5mApyn,2xqAKNirOkGmtvcD6rvifZ,59,2022-11-11,196667,False,https://open.spotify.com/track/2xqAKNirOkGmtvcD6rvifZ,0.528,0.453,4,-9.398,1,0.0396,0.355,1.06e-06,0.104,0.281,119.761
20,Sunrise (feat. Jason Walker),"Kygo, Jason Walker",Kids in Love,47oyrKaeobswT4T8zyaxdM,4ODnJrz0C3AJ4DFv8YQhJ8,61,2017-11-03,214827,False,https://open.spotify.com/track/4ODnJrz0C3AJ4DFv8YQhJ8,0.636,0.6,6,-6.964,1,0.0288,0.211,0.0,0.141,0.476,100.051
21,Remind Me to Forget,"Kygo, Miguel",Remind Me to Forget,5Og1PZOwpUkL8slf11stBq,5sIx4BlfYGuZeSLF40N9GH,65,2018-03-16,217287,False,https://open.spotify.com/track/5sIx4BlfYGuZeSLF40N9GH,0.685,0.508,0,-6.4,1,0.0987,0.193,0.0,0.139,0.315,99.063
22,Raging (feat. Kodaline),"Kygo, Kodaline",Cloud Nine,0uMIzWh1uEpHEBell4rlF8,2Vhd5uZB4brKHmM0MNxkZo,62,2016-05-13,224487,False,https://open.spotify.com/track/2Vhd5uZB4brKHmM0MNxkZo,0.55,0.689,3,-7.76,0,0.094,0.0498,0.0,0.207,0.408,99.904
24,Here for You (feat. Ella Henderson),"Kygo, Ella Henderson",Here for You (feat. Ella Henderson),6HnspnDTGO0iGliX6OuCTd,7vqUr6K2Js9Paq4kdNSOm6,62,2015-09-04,244510,False,https://open.spotify.com/track/7vqUr6K2Js9Paq4kdNSOm6,0.68,0.772,10,-5.995,1,0.0416,0.535,0.0153,0.147,0.376,105.005
25,Sexual Healing - Kygo Remix,"Marvin Gaye, Kygo",Sexual Healing (Kygo Remix),6j62lF3YXsygj6xTjAyRG5,7s1upm7yr7ZjrzXMwHawtG,64,2015-04-27,368317,False,https://open.spotify.com/track/7s1upm7yr7ZjrzXMwHawtG,0.689,0.68,0,-7.196,0,0.0427,0.321,0.0211,0.0431,0.646,100.987
26,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora","Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",1Z7WbPmn7QFoJ2DrNfEehz,3y3brCCecHC3Db18aIOnny,62,2019-04-19,215316,False,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799
